,date,open,high,low,close,flag,ATR
26,2024-07-12 09:40:00+05:30,162.7,162.7,162.7,162.7,31,0.5792670554339286
27,2024-07-12 09:45:00+05:30,162.69,162.69,161.85,162.37,386,0.6016286697472267
28,2024-07-12 09:50:00+05:30,162.69,162.69,162.5,162.6,16,0.5786240218573813
29,2024-07-12 09:55:00+05:30,162.5,162.58,162.3,162.58,100,0.5560958499905083
30,2024-07-12 10:00:00+05:30,162.68,162.68,162.59,162.59,191,0.5195625584778947
31,2024-07-12 10:10:00+05:30,162.57,162.57,162.5,162.57,753,0.4854503867281929
32,2024-07-12 10:15:00+05:30,162.57,162.57,162.56,162.56,120,0.4479932123470006
33,2024-07-12 10:20:00+05:30,162.55,162.55,162.0,162.0,545,0.4567529693989451
34,2024-07-12 10:25:00+05:30,162.14,162.14,162.02,162.02,81,0.4321473472768996
35,2024-07-12 10:30:00+05:30,162.24,162.54,162.1,162.1,91,0.43892940813055015
36,2024-07-12 10:35:00+05:30,162.5,162.5,162.5,162.5,10,0.43594137013874784
37,2024-07-12 10:40:00+05:30,162.5,162.5,162.5,162.5,1005,0.40265785595816767
38,2024-07-12 10:45:00+05:30,162.11,162.24,162.11,162.24,42,0.4016961778367571
39,2024-07-12 10:50:00+05:30,162.54,162.54,162.54,162.54,22,0.3940047974921455
40,2024-07-12 10:55:00+05:30,162.54,162.54,162.54,162.54,65,0.364330536371393
41,2024-07-12 11:00:00+05:30,162.54,162.54,162.54,162.54,12,0.3369973901338657
42,2024-07-12 11:05:00+05:30,162.54,162.54,162.18,162.4,85,0.3387169327824151
43,2024-07-12 11:10:00+05:30,162.52,162.52,161.99,162.39,293,0.352968756485775
44,2024-07-12 11:15:00+05:30,162.53,162.53,162.26,162.53,113,0.3468060165741018
45,2024-07-12 11:20:00+05:30,162.53,162.53,162.53,162.53,715,0.32111920380864195
46,2024-07-12 11:25:00+05:30,162.51,162.51,162.51,162.51,30,0.29887495266156044
47,2024-07-12 11:30:00+05:30,162.51,162.53,162.51,162.53,162,0.27832413948800194
48,2024-07-12 11:35:00+05:30,162.53,162.53,162.53,162.53,151,0.2578602324287448
49,2024-07-12 11:40:00+05:30,162.28,162.52,162.28,162.52,575,0.2572835146237196
50,2024-07-12 11:45:00+05:30,162.52,162.52,162.52,162.52,9,0.2384428202571891
51,2024-07-12 11:50:00+05:30,162.51,162.51,162.51,162.51,45,0.2217441799453201
52,2024-07-12 11:55:00+05:30,162.51,162.51,162.51,162.51,100,0.20556220418770477
53,2024-07-12 12:00:00+05:30,162.51,162.51,162.51,162.51,615,0.19058429766657994
54,2024-07-12 12:15:00+05:30,162.28,162.28,162.16,162.16,202,0.20218318608241165
55,2024-07-12 12:20:00+05:30,162.16,162.51,162.16,162.51,114,0.21292386668666172
56,2024-07-12 12:25:00+05:30,162.5,162.5,162.5,162.5,25,0.19819715758606513
57,2024-07-12 12:30:00+05:30,162.5,162.5,162.0,162.37,17,0.22007474112914927
58,2024-07-12 12:40:00+05:30,162.39,162.39,162.39,162.39,10,0.20558676535816334
59,2024-07-12 12:45:00+05:30,162.0,162.44,162.0,162.44,61,0.2225445975182222
60,2024-07-12 12:50:00+05:30,162.0,162.07,161.61,162.07,262,0.26644881636309237
61,2024-07-12 12:55:00+05:30,162.38,162.38,161.61,162.01,2130,0.3028124908771706
62,2024-07-12 13:00:00+05:30,162.37,162.37,162.37,162.37,1,0.3069390127390584
63,2024-07-12 13:05:00+05:30,162.0,162.0,161.9,161.9,40,0.31869655301671274
64,2024-07-12 13:10:00+05:30,161.9,161.9,161.81,161.81,76,0.30221749879538273
65,2024-07-12 13:20:00+05:30,161.95,162.28,161.95,162.28,29,0.3142997189199852
66,2024-07-12 13:25:00+05:30,162.28,162.28,162.02,162.02,14,0.3103918075992297
67,2024-07-12 13:30:00+05:30,162.02,162.4,162.0,162.09,728,0.3168373589811852
68,2024-07-12 13:35:00+05:30,162.41,162.41,162.41,162.41,25,0.3170647348539952
69,2024-07-12 13:40:00+05:30,162.41,162.41,162.41,162.41,621,0.29428019810933986
70,2024-07-12 13:45:00+05:30,162.41,162.41,162.4,162.4,32,0.2738604123047842
71,2024-07-12 13:50:00+05:30,162.2,162.2,162.03,162.19,324,0.2807633287676305
72,2024-07-12 13:55:00+05:30,162.04,162.29,162.04,162.19,50,0.2785553139423907
73,2024-07-12 14:00:00+05:30,162.41,162.41,162.41,162.41,15,0.27435400254737624
74,2024-07-12 14:05:00+05:30,162.41,162.41,162.41,162.41,37,0.2546755689078014
75,2024-07-12 14:10:00+05:30,162.41,162.41,162.05,162.41,19,0.2622278649969876
76,2024-07-12 14:15:00+05:30,162.41,162.41,162.41,162.41,15,0.24342999427597578
77,2024-07-12 14:20:00+05:30,162.11,162.24,162.06,162.24,161,0.25106753163628237
78,2024-07-12 14:25:00+05:30,162.24,162.24,162.24,162.24,61,0.2330785972535583
79,2024-07-12 14:30:00+05:30,162.41,162.41,162.41,162.41,7,0.22856002895606004
80,2024-07-12 14:35:00+05:30,162.41,162.41,162.41,162.41,122,0.2121907358099581
81,2024-07-12 14:40:00+05:30,162.41,162.41,162.07,162.07,51,0.22134259194742983
82,2024-07-12 14:45:00+05:30,162.05,162.07,162.05,162.07,75,0.20692789091604655
83,2024-07-12 14:50:00+05:30,162.33,162.33,161.55,161.55,3633,0.2479490467571327
84,2024-07-12 14:55:00+05:30,162.0,162.19,161.51,162.08,312,0.278871029485034
85,2024-07-12 15:00:00+05:30,162.31,162.31,162.31,162.31,30,0.27537381442858555
86,2024-07-12 15:05:00+05:30,162.0,162.3,162.0,162.3,101,0.27785134140423484
87,2024-07-12 15:10:00+05:30,162.27,162.27,162.27,162.27,72,0.26011957557064275
88,2024-07-12 15:15:00+05:30,162.27,162.31,162.27,162.31,526,0.2443735791721821
89,2024-07-12 15:20:00+05:30,162.3,162.3,161.51,162.29,214,0.28411548216142635
90,2024-07-12 15:25:00+05:30,161.75,162.3,161.75,162.21,907,0.30313135996619883
91,2024-07-15 09:15:00+05:30,162.98,163.19,162.15,163.19,116,0.35582691655591886
92,2024-07-15 09:20:00+05:30,163.19,163.19,162.15,162.99,921,0.4047499432978849
93,2024-07-15 09:25:00+05:30,162.15,163.0,162.15,162.98,1608,0.4365858589088369
94,2024-07-15 09:30:00+05:30,162.51,162.65,162.1,162.1,9457,0.4682882016846568
95,2024-07-15 09:35:00+05:30,162.23,162.3,162.0,162.0,367,0.45625707777517943
96,2024-07-15 09:40:00+05:30,161.85,162.15,160.99,162.15,5487,0.5065653469268281
97,2024-07-15 09:45:00+05:30,162.15,162.24,161.51,162.24,2166,0.5225370274757615
98,2024-07-15 09:50:00+05:30,162.24,162.24,161.56,162.24,530,0.5337922759107333
99,2024-07-15 09:55:00+05:30,162.24,162.48,161.66,162.48,786,0.5542490062570007
100,2024-07-15 10:00:00+05:30,162.48,162.48,161.66,162.48,370,0.5732427053659828
101,2024-07-15 10:05:00+05:30,162.48,162.48,162.48,162.48,38,0.5322737939433888
102,2024-07-15 10:10:00+05:30,162.48,162.88,162.48,162.88,967,0.5228207370798112
103,2024-07-15 10:15:00+05:30,162.3,162.87,161.71,162.87,76,0.5690702188552033
104,2024-07-15 10:20:00+05:30,162.86,162.87,162.8,162.8,308,0.5334063128197944
105,2024-07-15 10:25:00+05:30,162.8,162.8,162.15,162.15,195,0.5417379113887663
106,2024-07-15 10:30:00+05:30,162.79,162.79,162.79,162.79,399,0.5487593537643007
107,2024-07-15 10:35:00+05:30,162.21,162.79,162.21,162.78,28,0.5509916319978682
108,2024-07-15 10:45:00+05:30,162.42,162.77,162.3,162.77,250,0.5459191057161932
109,2024-07-15 10:50:00+05:30,162.31,162.74,162.3,162.3,44,0.5404946288955128
110,2024-07-15 10:55:00+05:30,162.31,162.77,162.31,162.77,31,0.5354578466900614
111,2024-07-15 11:00:00+05:30,162.77,162.77,162.22,162.74,261,0.5364968499727513
112,2024-07-15 11:05:00+05:30,162.22,162.74,162.22,162.74,386,0.5353182106616298
113,2024-07-15 11:10:00+05:30,162.5,162.73,162.5,162.5,245,0.5142191842794258
114,2024-07-15 11:15:00+05:30,162.5,162.67,162.3,162.63,760,0.5039156063037422
115,2024-07-15 11:20:00+05:30,162.63,162.63,162.22,162.22,999,0.4972060137834914
116,2024-07-15 11:25:00+05:30,162.59,162.59,162.59,162.59,9,0.4881181909963918
117,2024-07-15 11:30:00+05:30,162.59,162.59,162.59,162.59,40,0.4532466236896236
118,2024-07-15 11:35:00+05:30,162.59,162.79,162.31,162.78,416,0.45515788359816917
119,2024-07-15 11:40:00+05:30,162.79,162.79,162.79,162.79,40,0.4233561878514523
120,2024-07-15 11:45:00+05:30,162.79,162.8,162.23,162.24,345,0.43383218477115876
121,2024-07-15 11:50:00+05:30,162.64,162.89,162.64,162.89,1028,0.44927471257307383
122,2024-07-15 11:55:00+05:30,162.89,162.89,162.89,162.89,10,0.41717986062129564
123,2024-07-15 12:00:00+05:30,162.95,162.99,162.95,162.99,19,0.3945216645136091
124,2024-07-15 12:05:00+05:30,162.67,162.99,162.67,162.99,106,0.3891981448535471
125,2024-07-15 12:10:00+05:30,162.66,162.98,162.66,162.98,70,0.3849693049433315
126,2024-07-15 12:15:00+05:30,162.67,162.7,162.67,162.7,112,0.3796138830447576
127,2024-07-15 12:20:00+05:30,162.98,162.98,162.66,162.66,656,0.3753554003645456
128,2024-07-15 12:30:00+05:30,162.94,162.94,162.66,162.94,63,0.3685437831953764
129,2024-07-15 12:35:00+05:30,162.94,162.94,162.7,162.7,23,0.35936143706008744
130,2024-07-15 12:40:00+05:30,162.94,162.94,162.66,162.94,90,0.3536923918757145
131,2024-07-15 12:45:00+05:30,162.93,162.94,162.73,162.73,26,0.3434280256649294
132,2024-07-15 12:50:00+05:30,162.77,162.94,162.77,162.94,20,0.3338969144241369
133,2024-07-15 13:00:00+05:30,162.94,162.94,162.94,162.94,7,0.3100458847238819
134,2024-07-15 13:05:00+05:30,162.94,162.94,162.94,162.94,52,0.2878986722180488
135,2024-07-15 13:15:00+05:30,162.94,162.96,162.94,162.96,3808,0.26876218794559337
136,2024-07-15 13:20:00+05:30,162.97,162.98,162.9,162.98,179,0.25527860868793123
137,2024-07-15 13:25:00+05:30,162.98,163.19,162.98,163.15,392,0.25204429632122144
138,2024-07-15 13:30:00+05:30,163.15,163.15,162.72,163.15,70,0.26475587796538336
139,2024-07-15 13:35:00+05:30,163.15,163.15,162.76,163.15,114,0.2737021872710299
140,2024-07-15 13:40:00+05:30,162.74,163.15,162.74,163.15,375,0.28343804907480696
141,2024-07-15 13:45:00+05:30,163.14,163.14,163.14,163.14,62,0.2639061940028112
142,2024-07-15 13:50:00+05:30,163.15,163.15,162.75,163.14,259,0.2736274416606873
143,2024-07-15 13:55:00+05:30,162.75,163.14,162.75,163.14,15,0.281939974902401
144,2024-07-15 14:00:00+05:30,163.14,163.15,162.6,162.6,278,0.3010875636920241
145,2024-07-15 14:05:00+05:30,162.61,162.61,162.6,162.6,205,0.28029514701378755
146,2024-07-15 14:10:00+05:30,162.6,162.6,162.6,162.6,61,0.26027366464883783
147,2024-07-15 14:15:00+05:30,162.57,163.15,162.56,163.0,323,0.28382598315182717
148,2024-07-15 14:20:00+05:30,163.0,163.15,162.82,162.82,59,0.28712418409036666
149,2024-07-15 14:25:00+05:30,163.11,163.15,162.91,162.91,91,0.290186791412228
150,2024-07-15 14:30:00+05:30,163.14,163.45,162.5,162.5,1244,0.33731700711591805
151,2024-07-15 14:35:00+05:30,162.99,163.05,162.99,163.05,790,0.3525088592251975
152,2024-07-15 14:40:00+05:30,163.05,163.33,163.05,163.33,47,0.3473295885904453
153,2024-07-15 14:45:00+05:30,163.33,163.34,163.33,163.33,405,0.32323433111352456
154,2024-07-15 14:50:00+05:30,163.34,163.34,162.7,163.33,914,0.3458607004542235
155,2024-07-15 14:55:00+05:30,163.33,163.34,162.71,163.34,56,0.3661565730518803
156,2024-07-15 15:00:00+05:30,163.34,163.34,162.74,162.74,167,0.382859834194196
157,2024-07-15 15:05:00+05:30,163.34,163.35,163.34,163.34,272,0.3990842753583714
158,2024-07-15 15:10:00+05:30,163.34,163.35,162.7,163.34,396,0.4170069744255068
159,2024-07-15 15:15:00+05:30,163.35,163.35,162.58,162.58,2245,0.4422209543982988
160,2024-07-15 15:20:00+05:30,162.65,163.33,162.5,163.31,1201,0.46991965395092683
161,2024-07-15 15:25:00+05:30,163.3,163.3,162.38,162.38,374,0.5027827520707199
162,2024-07-16 09:15:00+05:30,162.86,164.0,162.85,162.85,671,0.5825844716991802
163,2024-07-16 09:20:00+05:30,162.86,163.54,161.21,163.54,17128,0.7074005747962481
164,2024-07-16 09:25:00+05:30,163.54,163.54,163.53,163.53,618,0.6575859855618499
165,2024-07-16 09:30:00+05:30,163.53,163.53,163.25,163.25,228,0.6306154260693465
166,2024-07-16 09:35:00+05:30,163.25,163.51,163.21,163.29,801,0.6069999312078138
167,2024-07-16 09:45:00+05:30,163.52,163.52,163.35,163.5,417,0.5800712510943804
168,2024-07-16 09:50:00+05:30,163.48,163.48,163.35,163.35,103,0.5493517556825105
169,2024-07-16 09:55:00+05:30,163.34,163.34,163.24,163.27,523,0.517969373269866
170,2024-07-16 10:00:00+05:30,163.28,163.39,163.28,163.39,2993,0.48954289345256596
171,2024-07-16 10:05:00+05:30,163.39,163.66,163.36,163.65,2034,0.47600407288685603
172,2024-07-16 10:10:00+05:30,163.65,163.76,163.3,163.76,237,0.4748609214943206
173,2024-07-16 10:15:00+05:30,163.7,163.73,163.44,163.44,143,0.46379939718853913
174,2024-07-16 10:20:00+05:30,163.38,163.45,163.38,163.45,42,0.4356707981840272
175,2024-07-16 10:25:00+05:30,163.69,163.69,163.62,163.62,6,0.42169428000982645
176,2024-07-16 10:30:00+05:30,163.57,163.57,163.32,163.32,165,0.4130018126168657
177,2024-07-16 10:35:00+05:30,163.35,163.35,163.35,163.35,3,0.38564448528430084
178,2024-07-16 10:40:00+05:30,163.51,163.51,163.5,163.5,283,0.3695269919595919
179,2024-07-16 10:50:00+05:30,163.34,163.49,163.33,163.49,583,0.355275039255703
180,2024-07-16 11:00:00+05:30,163.49,163.51,163.31,163.51,1825,0.3441839471693257
181,2024-07-16 11:05:00+05:30,163.51,163.69,163.51,163.66,1067,0.3324565048417715
182,2024-07-16 11:10:00+05:30,163.5,163.65,163.4,163.65,200,0.3272810330266913
183,2024-07-16 11:15:00+05:30,163.64,163.64,163.57,163.57,255,0.30961807933128666
184,2024-07-16 11:20:00+05:30,163.59,163.59,163.59,163.59,29,0.28893104890671817
185,2024-07-16 11:25:00+05:30,163.59,163.59,163.59,163.59,146,0.2682930939068738
186,2024-07-16 11:30:00+05:30,163.59,163.6,163.59,163.6,48,0.24984356816067918
187,2024-07-16 11:35:00+05:30,163.6,163.6,163.32,163.59,46,0.2519976010703776
188,2024-07-16 11:40:00+05:30,163.59,163.59,163.59,163.59,21,0.23399775640670653
189,2024-07-16 11:45:00+05:30,163.32,163.58,163.32,163.58,6,0.2365693473594953
190,2024-07-16 11:55:00+05:30,163.31,163.31,163.31,163.31,330,0.23895725295153986
191,2024-07-16 12:00:00+05:30,163.58,163.58,163.58,163.58,27,0.24117459360606977
192,2024-07-16 12:05:00+05:30,163.31,163.57,163.31,163.31,151,0.24323355256767262
193,2024-07-16 12:15:00+05:30,163.45,163.45,163.45,163.45,15,0.2358597228547774
194,2024-07-16 12:20:00+05:30,163.3,163.44,163.2,163.2,932,0.23686974322696963
195,2024-07-16 12:25:00+05:30,163.16,163.44,163.01,163.19,234,0.2506647688743986
196,2024-07-16 12:30:00+05:30,163.19,163.19,163.19,163.19,7,0.2327601337204533
197,2024-07-16 12:35:00+05:30,163.17,163.18,163.01,163.01,208,0.22899155101936372
198,2024-07-16 12:40:00+05:30,163.17,163.17,163.01,163.01,3,0.2240635809996281
199,2024-07-16 12:45:00+05:30,163.01,163.17,163.01,163.17,102,0.21948760912632306
200,2024-07-16 12:55:00+05:30,163.17,163.17,163.17,163.17,68,0.20380991702763873
201,2024-07-16 13:00:00+05:30,163.17,163.17,163.01,163.17,61,0.20068063617746412
202,2024-07-16 13:05:00+05:30,163.17,163.17,163.17,163.17,106,0.1863463005026273
203,2024-07-16 13:10:00+05:30,163.17,163.17,163.01,163.17,233,0.18446442134436075
204,2024-07-16 13:15:00+05:30,163.17,163.17,163.17,163.17,121,0.1712883876664694
205,2024-07-16 13:20:00+05:30,163.02,163.17,163.02,163.02,143,0.16976778816359026
206,2024-07-16 13:25:00+05:30,163.02,163.02,163.02,163.02,100,0.1576415147380938
207,2024-07-16 13:30:00+05:30,163.17,163.17,163.17,163.17,7,0.1570956921379982
208,2024-07-16 13:35:00+05:30,163.17,163.17,163.17,163.17,5,0.1458745690031073
209,2024-07-16 13:40:00+05:30,163.01,163.17,163.01,163.17,212,0.1468835285493822
210,2024-07-16 13:45:00+05:30,163.15,163.17,163.15,163.17,56,0.13782041778787618
211,2024-07-16 13:50:00+05:30,163.17,163.17,163.17,163.17,60,0.12797610063859335
212,2024-07-16 13:55:00+05:30,163.15,163.15,163.15,163.15,1,0.12026352086264745
213,2024-07-16 14:00:00+05:30,163.15,163.15,163.15,163.15,22,0.11167326817387463
214,2024-07-16 14:10:00+05:30,163.1,163.1,163.01,163.01,705,0.1136966064236039
215,2024-07-16 14:15:00+05:30,163.02,163.02,163.02,163.02,100,0.10628970507366987
216,2024-07-16 14:20:00+05:30,163.02,163.15,163.02,163.15,36,0.10798329775760578
217,2024-07-16 14:25:00+05:30,163.15,163.16,163.02,163.02,313,0.11027020529786445
218,2024-07-16 14:30:00+05:30,163.15,163.15,163.14,163.14,22,0.11167947648376471
219,2024-07-16 14:35:00+05:30,163.15,163.15,163.15,163.15,1,0.10441665608530537
220,2024-07-16 14:40:00+05:30,163.15,163.15,163.05,163.05,22,0.10410118062443827
221,2024-07-16 14:45:00+05:30,163.05,163.14,163.05,163.14,25,0.10309395335929604
222,2024-07-16 14:50:00+05:30,163.11,163.14,163.11,163.14,38,0.09787295631687445
223,2024-07-16 14:55:00+05:30,163.14,163.14,163.14,163.14,30,0.09088203040077904
224,2024-07-16 15:00:00+05:30,163.13,163.14,163.1,163.14,1386,0.08724759943344271
225,2024-07-16 15:05:00+05:30,163.05,163.26,163.05,163.25,1232,0.09601562854808375
226,2024-07-16 15:10:00+05:30,163.03,163.03,163.01,163.01,500,0.10630022705651722
227,2024-07-16 15:15:00+05:30,163.05,163.23,163.05,163.23,1270,0.11442163981114423
228,2024-07-16 15:20:00+05:30,163.22,163.22,163.2,163.2,427,0.1083915224049438
229,2024-07-16 15:25:00+05:30,163.2,163.2,163.02,163.19,212,0.1135064138797759
230,2024-07-18 09:15:00+05:30,163.78,163.78,163.0,163.2,375,0.16111310048712588
231,2024-07-18 09:20:00+05:30,163.0,163.23,162.29,162.5,289,0.2167478810687182
232,2024-07-18 09:25:00+05:30,162.42,163.09,162.42,162.42,3159,0.24912303352596135
233,2024-07-18 09:30:00+05:30,162.44,162.85,162.2,162.2,679,0.27775710346733257
234,2024-07-18 09:35:00+05:30,162.11,162.13,161.75,161.99,4075,0.2900601678674535
235,2024-07-18 09:40:00+05:30,161.86,162.44,161.7,162.35,4366,0.32219872818375866
236,2024-07-18 09:45:00+05:30,162.43,162.73,162.43,162.6,183,0.32632739056111393
237,2024-07-18 09:50:00+05:30,162.6,162.6,162.6,162.6,2,0.30301829068608843
238,2024-07-18 09:55:00+05:30,162.6,162.6,162.2,162.2,248,0.30994555578865046
239,2024-07-18 10:00:00+05:30,162.59,162.59,162.2,162.45,707,0.31566373049135293
240,2024-07-18 10:05:00+05:30,162.45,162.59,162.35,162.59,402,0.3102591782114384
241,2024-07-18 10:10:00+05:30,162.59,162.59,162.11,162.5,166,0.3223835228373039
242,2024-07-18 10:15:00+05:30,162.55,162.69,162.37,162.69,477,0.322213271203298
243,2024-07-18 10:20:00+05:30,162.69,162.7,162.59,162.59,164,0.3070551801740978
244,2024-07-18 10:25:00+05:30,162.59,162.59,161.76,162.27,857,0.3444083821141547
245,2024-07-18 10:30:00+05:30,162.27,162.27,162.01,162.12,69,0.3383792118846196
246,2024-07-18 10:35:00+05:30,162.12,162.12,162.12,162.12,73,0.3142092678862654
247,2024-07-18 10:40:00+05:30,162.1,162.14,162.01,162.14,624,0.3010514628894828
248,2024-07-18 10:45:00+05:30,162.22,162.25,162.0,162.0,727,0.29740492978792255
249,2024-07-18 10:50:00+05:30,161.93,162.14,161.76,161.95,233,0.3033045777173403
250,2024-07-18 10:55:00+05:30,161.93,161.96,161.76,161.96,523,0.2959256792426132
251,2024-07-18 11:00:00+05:30,161.86,161.92,161.76,161.92,135,0.28907384495379185
252,2024-07-18 11:05:00+05:30,161.82,162.12,161.52,161.66,1482,0.3112828562007031
253,2024-07-18 11:10:00+05:30,161.66,161.8,161.66,161.79,168,0.29904836638400584
254,2024-07-18 11:15:00+05:30,161.8,161.8,161.5,161.51,964,0.29911634021417494
255,2024-07-18 11:20:00+05:30,161.51,161.8,161.5,161.5,767,0.2991794587706979
256,2024-07-18 11:25:00+05:30,161.74,161.8,161.7,161.8,377,0.29923806885884385
257,2024-07-18 11:30:00+05:30,161.75,161.77,161.5,161.64,81,0.2992924925120757
258,2024-07-18 11:35:00+05:30,161.64,161.64,161.55,161.55,16,0.28434302868691336
259,2024-07-18 11:40:00+05:30,161.55,161.65,161.45,161.65,130,0.2783185266100466
260,2024-07-18 11:45:00+05:30,161.69,161.77,161.68,161.68,56,0.26701006037515473
261,2024-07-18 11:50:00+05:30,161.68,161.76,161.68,161.7,15,0.2536521988666316
262,2024-07-18 11:55:00+05:30,161.89,161.89,161.51,161.83,190,0.2626770418380757
263,2024-07-18 12:00:00+05:30,161.83,161.95,161.83,161.9,65,0.25248582452895907
264,2024-07-18 12:05:00+05:30,161.89,161.89,161.8,161.8,112,0.24159397988504605
265,2024-07-18 12:10:00+05:30,161.61,161.9,161.5,161.9,3250,0.2529086956410168
266,2024-07-18 12:15:00+05:30,161.9,162.2,161.9,162.2,254,0.25627236024732614
267,2024-07-18 12:20:00+05:30,162.15,162.18,162.15,162.18,27,0.2415386201920748
268,2024-07-18 12:25:00+05:30,162.18,162.18,162.17,162.17,14,0.2250001472820395
269,2024-07-18 12:30:00+05:30,162.18,162.2,162.0,162.0,141,0.22321442247225104
270,2024-07-18 12:35:00+05:30,162.12,162.15,161.96,161.96,361,0.2208419637193875
271,2024-07-18 12:40:00+05:30,162.19,162.19,162.19,162.19,35,0.2214961091692425
272,2024-07-18 12:45:00+05:30,161.97,162.19,161.97,162.19,60,0.22138924422839407
273,2024-07-18 12:50:00+05:30,162.19,162.19,162.18,162.18,40,0.20629001247310302
274,2024-07-18 12:55:00+05:30,162.09,162.09,162.09,162.09,110,0.197983582998126
275,2024-07-18 13:00:00+05:30,162.09,162.09,161.97,161.97,129,0.1924133270618348
276,2024-07-18 13:05:00+05:30,161.97,161.97,161.97,161.97,7,0.1786695179679952
277,2024-07-18 13:10:00+05:30,162.15,162.2,162.15,162.2,40,0.18233598097473802
278,2024-07-18 13:15:00+05:30,161.98,162.25,161.98,162.25,29,0.18859769662646925
279,2024-07-18 13:20:00+05:30,162.25,162.25,162.19,162.19,7,0.179412146857807
280,2024-07-18 13:25:00+05:30,162.01,162.15,162.01,162.02,232,0.17945413636800497
281,2024-07-18 13:30:00+05:30,162.01,162.15,162.01,162.15,144,0.17663598376774417
282,2024-07-18 13:35:00+05:30,162.13,162.13,162.12,162.12,16,0.16616198491840023
283,2024-07-18 13:40:00+05:30,162.01,162.13,162.01,162.13,166,0.1628647002788022
284,2024-07-18 13:45:00+05:30,162.13,162.27,162.13,162.27,317,0.16123150740056408
285,2024-07-18 13:50:00+05:30,162.39,162.39,162.39,162.39,20,0.15828639972711442
286,2024-07-18 13:55:00+05:30,162.39,162.39,162.17,162.39,63,0.1626945140350711
287,2024-07-18 14:00:00+05:30,162.38,162.49,162.29,162.49,78,0.16535919160553977
288,2024-07-18 14:05:00+05:30,162.17,162.48,162.17,162.46,168,0.17640496363966007
289,2024-07-18 14:10:00+05:30,162.42,162.42,162.42,162.42,100,0.16666175194624663
290,2024-07-18 14:15:00+05:30,162.4,162.43,162.17,162.18,73,0.17332876966746621
291,2024-07-18 14:20:00+05:30,162.17,162.17,161.97,161.97,877,0.17594814326377614
292,2024-07-18 14:25:00+05:30,162.25,162.35,161.8,161.8,666,0.20266613304133554
293,2024-07-18 14:30:00+05:30,162.48,162.48,162.14,162.14,488,0.23676140926533149
294,2024-07-18 14:45:00+05:30,162.15,162.38,162.14,162.38,366,0.23699273717503108
295,2024-07-18 14:50:00+05:30,162.48,162.48,162.48,162.48,44,0.22720754165939452
296,2024-07-18 14:55:00+05:30,162.14,162.14,162.14,162.14,1,0.23526414582897687
297,2024-07-18 15:00:00+05:30,162.25,162.49,162.16,162.49,36,0.24345956398631474
298,2024-07-18 15:05:00+05:30,162.41,162.49,162.4,162.49,4748,0.2324981665559103
299,2024-07-18 15:10:00+05:30,162.49,163.25,162.42,162.69,3350,0.275176868954937
300,2024-07-18 15:15:00+05:30,163.19,163.19,162.42,162.42,18,0.31052137832311416
301,2024-07-18 15:20:00+05:30,162.44,163.15,161.79,163.14,1758,0.38548413702971185
302,2024-07-18 15:25:00+05:30,162.01,163.15,162.01,163.09,421,0.439378127252151
303,2024-07-19 09:15:00+05:30,162.0,162.0,161.0,161.66,844,0.5572796896121551
304,2024-07-19 09:20:00+05:30,161.22,161.45,161.09,161.45,1525,0.5581882832114358
