Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,APOLLOHOSP,35554,FUTSTK,XX,-1,APOLLO HOSPITALS ENTER. L,APOLLOHOSP AUG FUT,APOLLOHOSP29AUG24F,2024-08-29,125,0.05
NFO,nse_fo,APOLLOTYRE,35555,FUTSTK,XX,-1,APOLLO TYRES LTD,APOLLOTYRE AUG FUT,APOLLOTYRE29AUG24F,2024-08-29,1700,0.05
NFO,nse_fo,ASHOKLEY,35556,FUTSTK,XX,-1,ASHOK LEYLAND LTD,ASHOKLEY AUG FUT,ASHOKLEY29AUG24F,2024-08-29,5000,0.05
NFO,nse_fo,GUJGASLTD,35561,FUTSTK,XX,-1,GUJARAT GAS LIMITED,GUJGASLTD SEP FUT,GUJGASLTD26SEP24F,2024-09-26,1250,0.05
NFO,nse_fo,HAL,35562,FUTSTK,XX,-1,HINDUSTAN AERONAUTICS LTD,HAL SEP FUT,HAL26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,ASIANPAINT,35565,FUTSTK,XX,-1,ASIAN PAINTS LIMITED,ASIANPAINT AUG FUT,ASIANPAINT29AUG24F,2024-08-29,200,0.05
NFO,nse_fo,ASTRAL,35570,FUTSTK,XX,-1,ASTRAL LIMITED,ASTRAL AUG FUT,ASTRAL29AUG24F,2024-08-29,367,0.05
NFO,nse_fo,ATUL,35573,FUTSTK,XX,-1,ATUL LTD,ATUL AUG FUT,ATUL29AUG24F,2024-08-29,100,0.05
NFO,nse_fo,AUBANK,35574,FUTSTK,XX,-1,AU SMALL FINANCE BANK LTD,AUBANK AUG FUT,AUBANK29AUG24F,2024-08-29,1000,0.05
NFO,nse_fo,HAVELLS,35575,FUTSTK,XX,-1,HAVELLS INDIA LIMITED,HAVELLS SEP FUT,HAVELLS26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,HCLTECH,35580,FUTSTK,XX,-1,HCL TECHNOLOGIES LTD,HCLTECH SEP FUT,HCLTECH26SEP24F,2024-09-26,350,0.05
NFO,nse_fo,AUROPHARMA,35595,FUTSTK,XX,-1,AUROBINDO PHARMA LTD,AUROPHARMA AUG FUT,AUROPHARMA29AUG24F,2024-08-29,550,0.05
NFO,nse_fo,AXISBANK,35602,FUTSTK,XX,-1,AXIS BANK LIMITED,AXISBANK AUG FUT,AXISBANK29AUG24F,2024-08-29,625,0.05
NFO,nse_fo,BAJAJ-AUTO,35603,FUTSTK,XX,-1,BAJAJ AUTO LIMITED,BAJAJ-AUTO AUG FUT,BAJAJ-AUTO29AUG24F,2024-08-29,75,0.05
